,distance,country,continent,duration,mode,co2,user_name,house,region,title,rank,institution,day,month,year
612,94,France,EU,35,car,0.20033,Selyse,Florent,Reach,Knight,H,Faith of the Seven,8,6,2015
613,94,France,EU,13,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,15,12,2015
614,94,France,EU,11,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,1,2,2016
615,94,France,EU,36,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,15,12,2015
616,94,France,EU,36,car,0.20033,Selyse,Florent,Reach,Knight,H,Faith of the Seven,9,2,2016
617,94,France,EU,11,car,0.20033,Selyse,Florent,Reach,Knight,H,Faith of the Seven,29,2,2016
618,94,France,EU,11,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,6,4,2016
619,94,France,EU,8,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,20,6,2016
620,94,France,EU,11,car,0.20033,Selyse,Florent,Reach,Knight,H,Faith of the Seven,5,7,2016
621,94,France,EU,106,car,0.20033,Selyse,Florent,Reach,Knight,H,Faith of the Seven,14,11,2016
622,94,France,EU,12,car,0.20033,Selyse,Florent,Reach,Knight,H,Faith of the Seven,18,11,2016
623,94,France,EU,14,other,0.20033,Selyse,Florent,Reach,Knight,H,Faith of the Seven,30,8,2017
624,109,France,EU,14,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,24,10,2016
625,185,France,EU,55,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,14,5,2017
626,205,France,EU,16,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,23,4,2015
627,205,France,EU,16,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,13,5,2015
628,229,France,EU,14,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,14,4,2015
629,229,France,EU,27,car,0.20033,Selyse,Florent,Reach,Knight,H,Faith of the Seven,21,5,2015
630,229,France,EU,30,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,11,5,2015
631,229,France,EU,12,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,3,7,2015
632,336,France,EU,369,plane,0.16508,Selyse,Florent,Reach,Knight,H,Faith of the Seven,16,10,2014
633,336,France,EU,32,car,0.20033,Selyse,Florent,Reach,Knight,H,Faith of the Seven,22,1,2015
634,336,France,EU,33,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,5,2,2015
635,336,France,EU,106,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,30,5,2016
636,336,France,EU,14,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,21,3,2018
637,356,France,EU,81,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,2,10,2014
638,356,France,EU,85,car,0.20033,Selyse,Florent,Reach,Knight,H,Faith of the Seven,1,10,2015
639,383,France,EU,80,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,15,1,2015
640,401,France,EU,73,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,14,12,2016
641,481,France,EU,15,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,10,1,2014
642,481,France,EU,11,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,28,1,2014
643,481,France,EU,15,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,31,1,2014
644,481,France,EU,29,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,22,1,2015
645,481,France,EU,13,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,11,3,2015
646,481,France,EU,16,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,2,7,2015
647,481,France,EU,16,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,8,7,2015
648,481,France,EU,17,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,3,12,2015
649,481,France,EU,101,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,10,12,2015
650,481,France,EU,28,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,22,6,2016
651,481,France,EU,16,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,23,11,2016
652,481,France,EU,51,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,29,1,2017
653,481,France,EU,19,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,17,3,2017
654,481,France,EU,18,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,24,3,2017
655,481,France,EU,15,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,4,5,2017
656,481,France,EU,12,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,12,10,2017
657,481,France,EU,16,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,15,1,2018
658,588,France,EU,31,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,9,10,2015
659,588,France,EU,38,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,22,3,2018
660,854,France,EU,80,other,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,25,11,2016
661,877,Austria,EU,128,other,0.14678,Selyse,Florent,Reach,Knight,H,Faith of the Seven,21,9,2014
662,1130,Spain,EU,104,plane,0.14678,Selyse,Florent,Reach,Knight,H,Faith of the Seven,4,6,2014
663,637,Belgium,EU,56,train,0.01214,Selyse,Florent,Reach,Knight,H,Faith of the Seven,7,9,2016
664,9047,Brazil,SA,276,other,0.13712,Selyse,Florent,Reach,Knight,H,Faith of the Seven,22,8,2015
665,0,France,EU,30,other,0.075,Brandon,Umber,North,Knight,H,,2,3,2015
666,13,France,EU,97,other,0.20033,Brandon,Umber,North,Knight,H,,22,1,2018
667,44,France,EU,13,other,0.20033,Brandon,Umber,North,Knight,H,,13,5,2016
668,49,France,EU,35,car,0.20033,Brandon,Umber,North,Knight,H,,10,6,2014
669,49,France,EU,11,other,0.20033,Brandon,Umber,North,Knight,H,,25,6,2018
670,57,France,EU,6,other,0.20033,Brandon,Umber,North,Knight,H,,3,4,2017
671,94,France,EU,33,train,0.01214,Brandon,Umber,North,Knight,H,,25,3,2014
672,212,France,EU,73,train,0.01214,Brandon,Umber,North,Knight,H,,11,3,2014
673,336,France,EU,60,other,0.01214,Brandon,Umber,North,Knight,H,,9,10,2015
674,481,France,EU,13,train,0.01214,Brandon,Umber,North,Knight,H,,3,6,2014
675,481,France,EU,14,train,0.01214,Brandon,Umber,North,Knight,H,,20,3,2015
676,481,France,EU,11,other,0.01214,Brandon,Umber,North,Knight,H,,2,12,2016
677,481,France,EU,11,other,0.01214,Brandon,Umber,North,Knight,H,,28,3,2018
678,621,France,EU,79,other,0.01214,Brandon,Umber,North,Knight,H,,29,3,2016
679,702,France,EU,193,other,0.01214,Brandon,Umber,North,Knight,H,,26,3,2018
680,0,France,EU,30,other,0.075,Harmond,Umber,North,Maester,E,Faith of the Seven,2,3,2015
681,13,France,EU,30,other,0.20033,Harmond,Umber,North,Maester,E,Faith of the Seven,22,1,2018
682,13,France,EU,56,other,0.20033,Harmond,Umber,North,Maester,E,Faith of the Seven,24,1,2018
683,49,France,EU,34,other,0.20033,Harmond,Umber,North,Maester,E,Faith of the Seven,25,6,2018
684,64,France,EU,34,other,0.20033,Harmond,Umber,North,Maester,E,Faith of the Seven,30,6,2016
685,94,France,EU,6,other,0.20033,Harmond,Umber,North,Maester,E,Faith of the Seven,20,6,2019
686,211,France,EU,73,train,0.01214,Harmond,Umber,North,Maester,E,Faith of the Seven,25,3,2014
687,229,France,EU,9,other,0.01214,Harmond,Umber,North,Maester,E,Faith of the Seven,28,3,2019
688,361,France,EU,150,other,0.01214,Harmond,Umber,North,Maester,E,Faith of the Seven,31,3,2020
689,481,France,EU,10,other,0.01214,Harmond,Umber,North,Maester,E,Faith of the Seven,2,12,2016
690,481,France,EU,29,other,0.01214,Harmond,Umber,North,Maester,E,Faith of the Seven,5,11,2018
691,481,France,EU,96,other,0.01214,Harmond,Umber,North,Maester,E,Faith of the Seven,3,6,2019
692,621,France,EU,81,other,0.01214,Harmond,Umber,North,Maester,E,Faith of the Seven,29,3,2016
693,0,France,EU,79,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,30,6,2015
694,0,France,EU,3,public,0.075,Lyessa,Flint,North,Maester,E,Faith of the Seven,12,9,2017
695,94,France,EU,6,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,26,11,2014
696,94,France,EU,5,car,0.20033,Lyessa,Flint,North,Maester,E,Faith of the Seven,8,10,2015
697,94,France,EU,11,other,0.20033,Lyessa,Flint,North,Maester,E,Faith of the Seven,30,1,2020
698,94,France,EU,7,car,0.20033,Lyessa,Flint,North,Maester,E,Faith of the Seven,16,3,2020
699,97,France,EU,8,car,0.20033,Lyessa,Flint,North,Maester,E,Faith of the Seven,2,3,2018
700,97,France,EU,10,car,0.20033,Lyessa,Flint,North,Maester,E,Faith of the Seven,1,6,2018
701,335,France,EU,77,car,0.20033,Lyessa,Flint,North,Maester,E,Faith of the Seven,14,10,2019
702,336,France,EU,11,car,0.20033,Lyessa,Flint,North,Maester,E,Faith of the Seven,19,3,2015
703,355,France,EU,39,plane,0.16508,Lyessa,Flint,North,Maester,E,Faith of the Seven,10,1,2019
704,371,France,EU,30,car,0.20033,Lyessa,Flint,North,Maester,E,Faith of the Seven,5,9,2017
705,383,France,EU,38,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,23,11,2015
706,383,France,EU,26,other,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,10,12,2019
707,471,France,EU,27,other,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,12,9,2018
708,481,France,EU,75,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,10,10,2014
709,481,France,EU,72,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,14,11,2015
710,481,France,EU,75,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,19,12,2014
711,481,France,EU,73,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,27,3,2015
712,481,France,EU,73,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,24,4,2015
713,481,France,EU,70,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,29,5,2015
714,481,France,EU,73,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,26,6,2015
715,481,France,EU,601,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,15,12,2015
716,481,France,EU,11,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,27,3,2017
717,481,France,EU,11,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,23,11,2018
718,481,France,EU,49,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,22,3,2019
719,481,France,EU,12,train,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,7,6,2019
720,481,France,EU,16,other,0.01214,Lyessa,Flint,North,Maester,E,Faith of the Seven,20,3,2020
721,854,France,EU,54,plane,0.16508,Lyessa,Flint,North,Maester,E,Faith of the Seven,3,6,2015
722,854,France,EU,35,plane,0.16508,Lyessa,Flint,North,Maester,E,Faith of the Seven,6,1,2020
723,765,Netherlands,EU,111,plane,0.14678,Lyessa,Flint,North,Maester,E,Faith of the Seven,25,6,2018
724,7646,United States,,157,plane,0.13712,Lyessa,Flint,North,Maester,E,Faith of the Seven,30,10,2016
725,14949,Australia,OC,389,plane,0.13712,Lyessa,Flint,North,Maester,E,Faith of the Seven,30,6,2019
726,0,France,EU,13,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,17,7,2015
727,0,France,EU,59,other,0.075,Lyonel,Hightower,Reach,Knight,E,Old Gods,22,6,2016
728,69,France,EU,16,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,14,11,2014
729,72,France,EU,7,other,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,9,3,2018
730,72,France,EU,7,other,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,29,9,2018
731,88,France,EU,33,other,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,4,4,2019
732,92,France,EU,9,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,5,3,2014
733,92,France,EU,11,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,30,9,2014
734,92,France,EU,13,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,15,4,2015
735,92,France,EU,9,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,22,9,2015
736,92,France,EU,8,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,4,3,2016
737,92,France,EU,11,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,9,9,2016
738,94,France,EU,15,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,18,3,2014
739,94,France,EU,10,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,6,5,2015
740,94,France,EU,60,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,1,7,2015
741,94,France,EU,14,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,13,10,2015
742,94,France,EU,14,other,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,1,6,2018
743,94,France,EU,14,other,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,21,6,2018
744,94,France,EU,8,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,14,9,2018
745,94,France,EU,13,car,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,19,9,2018
746,94,France,EU,33,other,0.20033,Lyonel,Hightower,Reach,Knight,E,Old Gods,26,9,2019
747,205,France,EU,50,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,20,10,2019
748,336,France,EU,13,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,9,10,2014
749,336,France,EU,86,plane,0.16508,Lyonel,Hightower,Reach,Knight,E,Old Gods,7,9,2015
750,336,France,EU,41,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,22,10,2015
751,336,France,EU,132,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,6,1,2019
752,368,France,EU,37,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,4,6,2019
753,368,France,EU,43,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,10,10,2019
754,377,France,EU,29,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,20,9,2017
755,391,France,EU,82,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,16,4,2018
756,391,France,EU,130,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,16,4,2018
757,466,France,EU,84,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,24,10,2019
758,481,France,EU,57,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,2,4,2014
759,481,France,EU,13,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,28,8,2014
760,481,France,EU,53,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,23,11,2014
761,481,France,EU,38,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,1,12,2014
762,481,France,EU,15,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,16,1,2015
763,481,France,EU,15,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,13,4,2015
764,481,France,EU,39,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,7,12,2015
765,481,France,EU,14,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,11,1,2016
766,481,France,EU,13,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,19,5,2016
767,481,France,EU,27,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,6,10,2017
768,481,France,EU,25,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,6,3,2018
769,481,France,EU,78,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,22,5,2018
770,481,France,EU,35,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,6,10,2018
771,481,France,EU,27,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,30,11,2019
772,481,France,EU,17,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,4,11,2019
773,497,France,EU,60,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,5,3,2015
774,497,France,EU,35,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,27,9,2018
775,512,France,EU,49,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,21,4,2014
776,512,France,EU,17,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,12,10,2018
777,512,France,EU,0,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,9,10,2019
778,588,France,EU,27,train,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,25,9,2014
779,637,France,EU,18,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,23,3,2018
780,640,France,EU,34,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,30,11,2017
781,854,France,EU,58,other,0.01214,Lyonel,Hightower,Reach,Knight,E,Old Gods,2,2,2020
782,117,Switzerland,EU,83,plane,0.14678,Lyonel,Hightower,Reach,Knight,E,Old Gods,9,9,2014
783,843,Italy,EU,136,plane,0.14678,Lyonel,Hightower,Reach,Knight,E,Old Gods,28,11,2015
784,553,Germany,EU,51,plane,0.14678,Lyonel,Hightower,Reach,Knight,E,Old Gods,8,6,2015
785,961,Algeria,AF,8081,plane,0.13712,Lyonel,Hightower,Reach,Knight,E,Old Gods,12,1,2015
786,1254,Ireland,EU,129,plane,0.14678,Lyonel,Hightower,Reach,Knight,E,Old Gods,19,5,2014
787,1254,Ireland,EU,49,plane,0.14678,Lyonel,Hightower,Reach,Knight,E,Old Gods,22,4,2015
788,9095,China,AS,178,other,0.13712,Lyonel,Hightower,Reach,Knight,E,Old Gods,1,6,2014
789,0,France,EU,9,other,0.075,Merlon,Crakehall,Westerlands,Maester,B,Faith of the Seven,20,11,2015
790,229,France,EU,50,train,0.01214,Merlon,Crakehall,Westerlands,Maester,B,Faith of the Seven,6,6,2016
791,391,France,EU,127,train,0.01214,Merlon,Crakehall,Westerlands,Maester,B,Faith of the Seven,21,6,2015
792,476,France,EU,30,train,0.01214,Merlon,Crakehall,Westerlands,Maester,B,Faith of the Seven,8,12,2015
793,634,France,EU,48,train,0.01214,Merlon,Crakehall,Westerlands,Maester,B,Faith of the Seven,1,12,2015
794,1393,Spain,EU,154,plane,0.14678,Merlon,Crakehall,Westerlands,Maester,B,Faith of the Seven,27,6,2015
795,0,France,EU,10,other,0.075,Shiera,Crakehall,Westerlands,Knight,F,Old Gods,20,11,2015
796,0,France,EU,29,other,0.075,Shiera,Crakehall,Westerlands,Knight,F,Old Gods,30,1,2018
797,0,France,EU,30,other,0.075,Shiera,Crakehall,Westerlands,Knight,F,Old Gods,5,2,2019
798,229,France,EU,14,car,0.20033,Shiera,Crakehall,Westerlands,Knight,F,Old Gods,10,7,2014
799,481,France,EU,159,train,0.01214,Shiera,Crakehall,Westerlands,Knight,F,Old Gods,30,5,2017
800,481,France,EU,131,train,0.01214,Shiera,Crakehall,Westerlands,Knight,F,Old Gods,29,5,2018
801,652,France,EU,122,train,0.01214,Shiera,Crakehall,Westerlands,Knight,F,Old Gods,21,11,2014
802,553,Germany,EU,58,plane,0.14678,Shiera,Crakehall,Westerlands,Knight,F,Old Gods,15,12,2013
803,0,France,EU,9,other,0.075,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,20,11,2015
804,13,France,EU,56,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,17,5,2017
805,72,France,EU,11,other,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,19,6,2014
806,203,France,EU,54,other,0.01214,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,10,12,2017
807,229,France,EU,14,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,10,7,2014
808,229,France,EU,73,train,0.01214,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,7,6,2016
809,229,France,EU,75,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,13,6,2017
810,229,France,EU,36,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,18,10,2018
811,229,France,EU,29,train,0.01214,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,11,9,2019
812,336,France,EU,48,plane,0.16508,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,8,10,2019
813,390,France,EU,78,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,6,12,2018
814,474,France,EU,27,train,0.01214,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,30,11,2016
815,481,France,EU,14,train,0.01214,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,7,11,2014
816,481,France,EU,64,train,0.01214,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,4,7,2016
817,481,France,EU,13,train,0.01214,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,30,1,2017
818,481,France,EU,24,train,0.01214,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,6,12,2017
819,498,France,EU,83,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,11,4,2019
820,652,France,EU,176,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,2,6,2015
821,652,France,EU,154,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,31,5,2016
822,652,France,EU,147,other,0.01214,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,6,6,2017
823,652,France,EU,105,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,16,11,2019
824,652,France,EU,144,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,4,2,2020
825,730,France,EU,130,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,15,5,2019
826,800,France,EU,139,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,17,1,2019
827,491,Germany,EU,87,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,24,4,2016
828,637,Belgium,EU,105,car,0.20033,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,17,2,2014
829,765,Netherlands,EU,54,other,0.14678,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,5,10,2016
830,779,Netherlands,EU,127,plane,0.14678,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,10,6,2018
831,1456,Sweden,EU,221,other,0.14678,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,26,5,2018
832,1714,Sweden,EU,227,plane,0.14678,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,1,9,2018
833,1670,Norway,EU,151,plane,0.14678,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,10,3,2020
834,2308,Russia,EU,183,other,0.14678,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,7,10,2017
835,4923,United Arab Emirates,AS,111,plane,0.13712,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,22,11,2015
836,9555,United States,,246,plane,0.13712,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,4,12,2015
837,9231,Brazil,SA,272,other,0.13712,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,19,9,2016
838,8283,China,AS,203,plane,0.13712,Melesa,Crakehall,Westerlands,Maester,J,Many-Faced God,20,4,2019
839,0,France,EU,11,train,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,24,11,2015
840,336,France,EU,15,train,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,5,8,2015
841,336,France,EU,52,plane,0.16508,Osmund,Tyrell,Reach,Knight,E,Old Gods,8,10,2019
842,383,France,EU,53,other,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,12,1,2015
843,383,France,EU,72,plane,0.16508,Osmund,Tyrell,Reach,Knight,E,Old Gods,28,6,2015
844,383,France,EU,14,plane,0.16508,Osmund,Tyrell,Reach,Knight,E,Old Gods,28,9,2015
845,383,France,EU,54,plane,0.16508,Osmund,Tyrell,Reach,Knight,E,Old Gods,25,11,2015
846,383,France,EU,30,plane,0.16508,Osmund,Tyrell,Reach,Knight,E,Old Gods,13,1,2016
847,383,France,EU,41,plane,0.16508,Osmund,Tyrell,Reach,Knight,E,Old Gods,4,4,2016
848,383,France,EU,70,plane,0.16508,Osmund,Tyrell,Reach,Knight,E,Old Gods,13,6,2017
849,383,France,EU,66,plane,0.16508,Osmund,Tyrell,Reach,Knight,E,Old Gods,8,11,2017
850,383,France,EU,53,plane,0.16508,Osmund,Tyrell,Reach,Knight,E,Old Gods,19,3,2018
851,470,France,EU,86,train,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,19,1,2016
852,476,France,EU,14,train,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,2,2,2016
853,481,France,EU,9,other,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,4,12,2013
854,481,France,EU,14,other,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,18,3,2014
855,481,France,EU,16,other,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,27,1,2015
856,481,France,EU,52,train,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,9,12,2015
857,481,France,EU,14,other,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,10,11,2016
858,481,France,EU,14,train,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,6,2,2017
859,481,France,EU,50,other,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,11,6,2017
860,482,France,EU,16,train,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,20,10,2015
861,529,France,EU,34,other,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,29,11,2013
862,652,France,EU,102,other,0.01214,Osmund,Tyrell,Reach,Knight,E,Old Gods,27,1,2014
863,0,France,EU,16,other,0.075,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,6,1,2016
864,1,France,EU,53,other,0.075,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,5,6,2016
865,1,France,EU,1228,other,0.075,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,11,7,2016
866,6,France,EU,17,other,0.075,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,3,2,2016
867,6,France,EU,18,other,0.075,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,23,3,2016
868,6,France,EU,17,other,0.075,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,6,4,2016
869,6,France,EU,18,other,0.075,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,4,5,2016
870,35,France,EU,34,other,0.20033,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,5,3,2018
871,203,France,EU,65,other,0.01214,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,13,1,2014
872,203,France,EU,61,other,0.01214,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,11,6,2014
873,471,France,EU,36,other,0.01214,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,12,10,2016
874,465,Italy,EU,102,other,0.14678,Martyn,Rivers,Riverlands,Maester,E,Faith of the Seven,7,9,2014
